transaction_id,transaction_date,transaction_time,transaction_qty,store_id,store_location,product_id,unit_price,product_category,product_type,product_detail
2891,1/6/2023,11:47:10,2,3,Astoria,48,2.5,Tea,Brewed Black tea,English Breakfast Rg
2892,1/6/2023,11:50:17,1,3,Astoria,55,4,Tea,Brewed Chai tea,Morning Sunrise Chai Lg
2893,1/6/2023,11:54:33,1,5,Lower Manhattan,51,3,Tea,Brewed Black tea,Earl Grey Lg
2894,1/6/2023,11:55:09,2,8,Hell's Kitchen,44,2.5,Tea,Brewed herbal tea,Peppermint Rg
2895,1/6/2023,11:56:39,2,5,Lower Manhattan,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg
2896,1/6/2023,11:58:01,2,3,Astoria,41,4.25,Coffee,Barista Espresso,Cappuccino Lg
2897,1/6/2023,11:59:23,1,5,Lower Manhattan,39,4.25,Coffee,Barista Espresso,Latte Rg
2898,1/6/2023,12:00:23,2,5,Lower Manhattan,48,2.5,Tea,Brewed Black tea,English Breakfast Rg
2899,1/6/2023,12:00:31,2,3,Astoria,49,3,Tea,Brewed Black tea,English Breakfast Lg
2900,1/6/2023,12:02:12,2,3,Astoria,41,4.25,Coffee,Barista Espresso,Cappuccino Lg
2901,1/6/2023,12:03:41,2,3,Astoria,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg
2902,1/6/2023,12:04:14,2,3,Astoria,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg
2903,1/6/2023,12:04:21,1,8,Hell's Kitchen,41,4.25,Coffee,Barista Espresso,Cappuccino Lg
2904,1/6/2023,12:05:00,2,3,Astoria,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm
2905,1/6/2023,12:06:24,2,3,Astoria,43,3,Tea,Brewed herbal tea,Lemon Grass Lg
2906,1/6/2023,12:06:24,1,3,Astoria,69,3.25,Bakery,Biscotti,Hazelnut Biscotti
2907,1/6/2023,12:10:40,2,8,Hell's Kitchen,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg
2908,1/6/2023,12:11:23,1,3,Astoria,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg
2909,1/6/2023,12:14:02,2,5,Lower Manhattan,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg
2910,1/6/2023,12:15:49,1,5,Lower Manhattan,49,3,Tea,Brewed Black tea,English Breakfast Lg
2911,1/6/2023,12:17:07,2,8,Hell's Kitchen,53,3,Tea,Brewed Chai tea,Traditional Blend Chai Lg
2912,1/6/2023,12:23:17,1,3,Astoria,30,3,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg
2913,1/6/2023,12:23:31,1,3,Astoria,28,2,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm
2914,1/6/2023,12:23:31,1,3,Astoria,71,3.75,Bakery,Pastry,Chocolate Croissant
2915,1/6/2023,12:25:53,1,8,Hell's Kitchen,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm
2916,1/6/2023,12:25:53,1,8,Hell's Kitchen,77,3,Bakery,Scone,Oatmeal Scone
2917,1/6/2023,12:26:43,2,5,Lower Manhattan,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg
2918,1/6/2023,12:26:46,2,8,Hell's Kitchen,50,2.5,Tea,Brewed Black tea,Earl Grey Rg
2919,1/6/2023,12:28:03,2,8,Hell's Kitchen,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg
2920,1/6/2023,12:32:36,2,8,Hell's Kitchen,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm
2921,1/6/2023,12:34:02,2,8,Hell's Kitchen,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm
2922,1/6/2023,12:34:02,1,8,Hell's Kitchen,73,3.75,Bakery,Pastry,Almond Croissant
2923,1/6/2023,12:35:08,1,3,Astoria,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg
2924,1/6/2023,12:35:08,1,3,Astoria,69,3.25,Bakery,Biscotti,Hazelnut Biscotti
2925,1/6/2023,12:36:25,2,3,Astoria,44,2.5,Tea,Brewed herbal tea,Peppermint Rg
2926,1/6/2023,12:36:56,2,3,Astoria,49,3,Tea,Brewed Black tea,English Breakfast Lg
2927,1/6/2023,12:37:52,2,8,Hell's Kitchen,24,3,Coffee,Drip coffee,Our Old Time Diner Blend Lg
2928,1/6/2023,12:38:11,2,5,Lower Manhattan,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg
2929,1/6/2023,12:39:35,2,3,Astoria,30,3,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg
2930,1/6/2023,12:39:58,2,3,Astoria,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg
2931,1/6/2023,12:42:41,2,3,Astoria,38,3.75,Coffee,Barista Espresso,Latte
2932,1/6/2023,12:42:56,1,8,Hell's Kitchen,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg
2933,1/6/2023,12:44:47,1,8,Hell's Kitchen,30,3,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg
2934,1/6/2023,12:51:22,2,3,Astoria,47,3,Tea,Brewed Green tea,Serenity Green Tea Lg
2935,1/6/2023,12:52:15,2,3,Astoria,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg
2936,1/6/2023,12:52:15,1,3,Astoria,79,3.75,Bakery,Scone,Jumbo Savory Scone
2937,1/6/2023,12:52:41,2,5,Lower Manhattan,40,3.75,Coffee,Barista Espresso,Cappuccino
2938,1/6/2023,12:53:37,2,3,Astoria,47,3,Tea,Brewed Green tea,Serenity Green Tea Lg
2939,1/6/2023,12:53:48,2,8,Hell's Kitchen,32,3,Coffee,Gourmet brewed coffee,Ethiopia Rg
2940,1/6/2023,12:54:56,1,5,Lower Manhattan,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg
2941,1/6/2023,12:54:56,1,5,Lower Manhattan,77,3,Bakery,Scone,Oatmeal Scone
2942,1/6/2023,12:57:33,2,3,Astoria,40,3.75,Coffee,Barista Espresso,Cappuccino
2943,1/6/2023,12:57:33,1,3,Astoria,74,3.5,Bakery,Biscotti,Ginger Biscotti
2944,1/6/2023,12:58:02,2,5,Lower Manhattan,48,2.5,Tea,Brewed Black tea,English Breakfast Rg
2945,1/6/2023,12:58:22,1,8,Hell's Kitchen,53,3,Tea,Brewed Chai tea,Traditional Blend Chai Lg
2946,1/6/2023,12:59:23,2,5,Lower Manhattan,43,3,Tea,Brewed herbal tea,Lemon Grass Lg
2947,1/6/2023,12:59:46,2,3,Astoria,41,4.25,Coffee,Barista Espresso,Cappuccino Lg
2948,1/6/2023,13:00:12,2,3,Astoria,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg
2949,1/6/2023,13:00:29,2,5,Lower Manhattan,30,3,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg
2950,1/6/2023,13:01:49,2,5,Lower Manhattan,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg
2951,1/6/2023,13:02:03,2,8,Hell's Kitchen,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg
2952,1/6/2023,13:02:03,1,8,Hell's Kitchen,72,3.25,Bakery,Scone,Ginger Scone
2953,1/6/2023,13:02:32,1,5,Lower Manhattan,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg
2954,1/6/2023,13:04:32,1,3,Astoria,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg
2955,1/6/2023,13:06:38,1,5,Lower Manhattan,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg
2956,1/6/2023,13:07:59,1,5,Lower Manhattan,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm
2957,1/6/2023,13:11:21,1,3,Astoria,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg
2958,1/6/2023,13:12:46,2,8,Hell's Kitchen,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm
2959,1/6/2023,13:12:46,1,8,Hell's Kitchen,69,3.25,Bakery,Biscotti,Hazelnut Biscotti
2960,1/6/2023,13:17:11,1,5,Lower Manhattan,28,2,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm
2961,1/6/2023,13:20:07,2,8,Hell's Kitchen,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm
2962,1/6/2023,13:21:07,1,3,Astoria,24,3,Coffee,Drip coffee,Our Old Time Diner Blend Lg
2963,1/6/2023,13:22:52,1,5,Lower Manhattan,28,2,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm
2964,1/6/2023,13:23:59,1,5,Lower Manhattan,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg
2965,1/6/2023,13:24:48,2,3,Astoria,49,3,Tea,Brewed Black tea,English Breakfast Lg
2966,1/6/2023,13:24:50,1,3,Astoria,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg
2967,1/6/2023,13:24:50,1,3,Astoria,70,3.25,Bakery,Scone,Cranberry Scone
2968,1/6/2023,13:26:31,1,5,Lower Manhattan,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg
2969,1/6/2023,13:27:06,1,3,Astoria,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg
2970,1/6/2023,13:27:06,1,3,Astoria,78,4.5,Bakery,Scone,Scottish Cream Scone 
2971,1/6/2023,13:27:22,1,3,Astoria,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm
2972,1/6/2023,13:28:17,2,8,Hell's Kitchen,51,3,Tea,Brewed Black tea,Earl Grey Lg
2973,1/6/2023,13:28:17,1,8,Hell's Kitchen,70,3.25,Bakery,Scone,Cranberry Scone
2974,1/6/2023,13:28:48,2,8,Hell's Kitchen,24,3,Coffee,Drip coffee,Our Old Time Diner Blend Lg
2975,1/6/2023,13:28:48,1,8,Hell's Kitchen,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti
2976,1/6/2023,13:33:34,1,5,Lower Manhattan,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg
2977,1/6/2023,13:34:53,1,8,Hell's Kitchen,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg
2978,1/6/2023,13:38:41,1,5,Lower Manhattan,22,2,Coffee,Drip coffee,Our Old Time Diner Blend Sm
2979,1/6/2023,13:39:18,1,3,Astoria,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg
2980,1/6/2023,13:41:34,1,5,Lower Manhattan,48,2.5,Tea,Brewed Black tea,English Breakfast Rg
2981,1/6/2023,13:48:48,1,3,Astoria,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg
2982,1/6/2023,13:49:35,2,5,Lower Manhattan,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg
2983,1/6/2023,13:52:13,1,5,Lower Manhattan,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg
2984,1/6/2023,13:56:35,1,8,Hell's Kitchen,30,3,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg
2985,1/6/2023,13:56:39,2,3,Astoria,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg
2986,1/6/2023,13:58:41,1,5,Lower Manhattan,55,4,Tea,Brewed Chai tea,Morning Sunrise Chai Lg
2987,1/6/2023,13:58:44,2,8,Hell's Kitchen,22,2,Coffee,Drip coffee,Our Old Time Diner Blend Sm
2988,1/6/2023,14:00:32,2,3,Astoria,51,3,Tea,Brewed Black tea,Earl Grey Lg
2989,1/6/2023,14:01:32,2,5,Lower Manhattan,22,2,Coffee,Drip coffee,Our Old Time Diner Blend Sm
2990,1/6/2023,14:04:52,2,8,Hell's Kitchen,53,3,Tea,Brewed Chai tea,Traditional Blend Chai Lg
2991,1/6/2023,14:06:32,2,8,Hell's Kitchen,32,3,Coffee,Gourmet brewed coffee,Ethiopia Rg
2992,1/6/2023,14:06:32,1,8,Hell's Kitchen,79,3.75,Bakery,Scone,Jumbo Savory Scone
2993,1/6/2023,14:06:54,1,3,Astoria,55,4,Tea,Brewed Chai tea,Morning Sunrise Chai Lg
2994,1/6/2023,14:06:54,1,3,Astoria,72,3.25,Bakery,Scone,Ginger Scone
2995,1/6/2023,14:07:44,1,5,Lower Manhattan,41,4.25,Coffee,Barista Espresso,Cappuccino Lg
2996,1/6/2023,14:08:17,2,5,Lower Manhattan,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg
2997,1/6/2023,14:09:32,1,8,Hell's Kitchen,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm
2998,1/6/2023,14:10:15,1,3,Astoria,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg
2999,1/6/2023,14:10:39,1,5,Lower Manhattan,28,2,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm
3000,1/6/2023,14:13:48,2,3,Astoria,32,3,Coffee,Gourmet brewed coffee,Ethiopia Rg
3001,1/6/2023,14:14:59,1,5,Lower Manhattan,51,3,Tea,Brewed Black tea,Earl Grey Lg
3002,1/6/2023,14:15:25,1,8,Hell's Kitchen,30,3,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg
3003,1/6/2023,14:16:03,1,3,Astoria,24,3,Coffee,Drip coffee,Our Old Time Diner Blend Lg
3004,1/6/2023,14:18:01,1,5,Lower Manhattan,41,4.25,Coffee,Barista Espresso,Cappuccino Lg
3005,1/6/2023,14:22:08,2,8,Hell's Kitchen,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg
3006,1/6/2023,14:22:10,2,5,Lower Manhattan,32,3,Coffee,Gourmet brewed coffee,Ethiopia Rg
3007,1/6/2023,14:25:52,2,3,Astoria,51,3,Tea,Brewed Black tea,Earl Grey Lg
3008,1/6/2023,14:25:53,1,5,Lower Manhattan,47,3,Tea,Brewed Green tea,Serenity Green Tea Lg
3009,1/6/2023,14:26:33,2,8,Hell's Kitchen,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg
3010,1/6/2023,14:28:43,2,8,Hell's Kitchen,37,3,Coffee,Barista Espresso,Espresso shot
3011,1/6/2023,14:28:43,1,8,Hell's Kitchen,74,3.5,Bakery,Biscotti,Ginger Biscotti
3012,1/6/2023,14:29:05,2,5,Lower Manhattan,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg
3013,1/6/2023,14:31:02,1,3,Astoria,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg
3014,1/6/2023,14:31:02,1,3,Astoria,73,3.75,Bakery,Pastry,Almond Croissant
3015,1/6/2023,14:35:04,1,5,Lower Manhattan,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg
3016,1/6/2023,14:37:01,1,5,Lower Manhattan,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg
3017,1/6/2023,14:37:01,1,5,Lower Manhattan,70,3.25,Bakery,Scone,Cranberry Scone
3018,1/6/2023,14:37:57,1,8,Hell's Kitchen,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg
3019,1/6/2023,14:39:23,1,3,Astoria,49,3,Tea,Brewed Black tea,English Breakfast Lg
3020,1/6/2023,14:39:23,1,3,Astoria,72,3.25,Bakery,Scone,Ginger Scone
3021,1/6/2023,14:41:25,2,3,Astoria,32,3,Coffee,Gourmet brewed coffee,Ethiopia Rg
3022,1/6/2023,14:42:25,1,8,Hell's Kitchen,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg
3023,1/6/2023,14:43:16,2,8,Hell's Kitchen,41,4.25,Coffee,Barista Espresso,Cappuccino Lg
3024,1/6/2023,14:44:01,1,8,Hell's Kitchen,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg
3025,1/6/2023,14:45:10,1,5,Lower Manhattan,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg
3026,1/6/2023,14:46:55,1,5,Lower Manhattan,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg
3027,1/6/2023,14:47:20,2,3,Astoria,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg
3028,1/6/2023,14:50:13,2,8,Hell's Kitchen,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg
3029,1/6/2023,14:52:45,2,5,Lower Manhattan,28,2,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm
3030,1/6/2023,14:54:05,1,3,Astoria,50,2.5,Tea,Brewed Black tea,Earl Grey Rg
3031,1/6/2023,14:54:27,1,3,Astoria,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg
3032,1/6/2023,14:54:57,2,5,Lower Manhattan,49,3,Tea,Brewed Black tea,English Breakfast Lg
3033,1/6/2023,14:58:53,1,8,Hell's Kitchen,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg
3034,1/6/2023,15:00:50,2,3,Astoria,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg
3035,1/6/2023,15:01:07,1,5,Lower Manhattan,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm
3036,1/6/2023,15:02:13,1,5,Lower Manhattan,44,2.5,Tea,Brewed herbal tea,Peppermint Rg
3037,1/6/2023,15:02:25,1,5,Lower Manhattan,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg
3038,1/6/2023,15:02:51,2,5,Lower Manhattan,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg
3039,1/6/2023,15:03:29,1,8,Hell's Kitchen,22,2,Coffee,Drip coffee,Our Old Time Diner Blend Sm
3040,1/6/2023,15:04:15,1,5,Lower Manhattan,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg
3041,1/6/2023,15:05:10,1,3,Astoria,55,4,Tea,Brewed Chai tea,Morning Sunrise Chai Lg
3042,1/6/2023,15:05:10,1,3,Astoria,69,3.25,Bakery,Biscotti,Hazelnut Biscotti
3043,1/6/2023,15:09:02,1,8,Hell's Kitchen,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg
3044,1/6/2023,15:10:20,2,5,Lower Manhattan,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg
3045,1/6/2023,15:14:15,1,5,Lower Manhattan,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg
3046,1/6/2023,15:14:15,1,5,Lower Manhattan,71,3.75,Bakery,Pastry,Chocolate Croissant
3047,1/6/2023,15:14:56,1,5,Lower Manhattan,37,3,Coffee,Barista Espresso,Espresso shot
3048,1/6/2023,15:16:02,1,8,Hell's Kitchen,44,2.5,Tea,Brewed herbal tea,Peppermint Rg
3049,1/6/2023,15:17:22,1,8,Hell's Kitchen,44,2.5,Tea,Brewed herbal tea,Peppermint Rg
3050,1/6/2023,15:17:29,2,5,Lower Manhattan,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg
3051,1/6/2023,15:18:14,2,8,Hell's Kitchen,44,2.5,Tea,Brewed herbal tea,Peppermint Rg
3052,1/6/2023,15:18:14,1,8,Hell's Kitchen,78,4.5,Bakery,Scone,Scottish Cream Scone 
3053,1/6/2023,15:19:52,2,3,Astoria,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg
3054,1/6/2023,15:21:27,2,8,Hell's Kitchen,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg
3055,1/6/2023,15:21:27,1,8,Hell's Kitchen,77,3,Bakery,Scone,Oatmeal Scone
3056,1/6/2023,15:21:48,1,3,Astoria,49,3,Tea,Brewed Black tea,English Breakfast Lg
3057,1/6/2023,15:22:20,1,8,Hell's Kitchen,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm
3058,1/6/2023,15:22:40,2,3,Astoria,41,4.25,Coffee,Barista Espresso,Cappuccino Lg
3059,1/6/2023,15:25:13,1,3,Astoria,49,3,Tea,Brewed Black tea,English Breakfast Lg
3060,1/6/2023,15:25:48,1,3,Astoria,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg
3061,1/6/2023,15:25:57,2,5,Lower Manhattan,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg
3062,1/6/2023,15:25:57,1,5,Lower Manhattan,75,3.5,Bakery,Pastry,Croissant
3063,1/6/2023,15:26:52,2,8,Hell's Kitchen,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg
3064,1/6/2023,15:26:52,1,8,Hell's Kitchen,75,3.5,Bakery,Pastry,Croissant
3065,1/6/2023,15:28:46,2,5,Lower Manhattan,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg
3066,1/6/2023,15:29:06,2,3,Astoria,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg
3067,1/6/2023,15:30:53,2,8,Hell's Kitchen,49,3,Tea,Brewed Black tea,English Breakfast Lg
3068,1/6/2023,15:31:18,1,8,Hell's Kitchen,22,2,Coffee,Drip coffee,Our Old Time Diner Blend Sm
3069,1/6/2023,15:32:45,1,3,Astoria,28,2,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm
3070,1/6/2023,15:32:52,2,3,Astoria,26,3,Coffee,Organic brewed coffee,Brazilian Rg
3071,1/6/2023,15:32:52,1,3,Astoria,79,3.75,Bakery,Scone,Jumbo Savory Scone
3072,1/6/2023,15:37:14,2,8,Hell's Kitchen,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg
3073,1/6/2023,15:37:14,1,8,Hell's Kitchen,77,3,Bakery,Scone,Oatmeal Scone
3074,1/6/2023,15:38:07,2,5,Lower Manhattan,45,3,Tea,Brewed herbal tea,Peppermint Lg
3075,1/6/2023,15:38:40,1,5,Lower Manhattan,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm
3076,1/6/2023,15:38:40,1,5,Lower Manhattan,69,3.25,Bakery,Biscotti,Hazelnut Biscotti
3077,1/6/2023,15:40:57,1,5,Lower Manhattan,39,4.25,Coffee,Barista Espresso,Latte Rg
3078,1/6/2023,15:41:49,1,8,Hell's Kitchen,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg
3079,1/6/2023,15:41:49,1,8,Hell's Kitchen,78,4.5,Bakery,Scone,Scottish Cream Scone 
3080,1/6/2023,15:42:13,1,5,Lower Manhattan,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg
3081,1/6/2023,15:42:29,1,5,Lower Manhattan,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm
3082,1/6/2023,15:43:22,2,5,Lower Manhattan,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg
3083,1/6/2023,15:45:48,1,8,Hell's Kitchen,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg
3084,1/6/2023,15:45:48,1,8,Hell's Kitchen,69,3.25,Bakery,Biscotti,Hazelnut Biscotti
3085,1/6/2023,15:46:56,2,5,Lower Manhattan,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg
3086,1/6/2023,15:47:18,2,3,Astoria,44,2.5,Tea,Brewed herbal tea,Peppermint Rg
3087,1/6/2023,15:47:18,1,3,Astoria,74,3.5,Bakery,Biscotti,Ginger Biscotti
3088,1/6/2023,15:47:20,1,5,Lower Manhattan,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg
3089,1/6/2023,15:47:20,1,5,Lower Manhattan,69,3.25,Bakery,Biscotti,Hazelnut Biscotti
3090,1/6/2023,15:47:42,2,8,Hell's Kitchen,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg
3091,1/6/2023,15:49:14,2,8,Hell's Kitchen,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg
3092,1/6/2023,15:50:31,2,5,Lower Manhattan,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg
3093,1/6/2023,15:50:31,1,5,Lower Manhattan,71,3.75,Bakery,Pastry,Chocolate Croissant
3094,1/6/2023,15:52:48,2,3,Astoria,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg
3095,1/6/2023,15:54:21,2,8,Hell's Kitchen,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm
3096,1/6/2023,15:55:34,1,3,Astoria,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg
3097,1/6/2023,15:55:34,1,3,Astoria,71,3.75,Bakery,Pastry,Chocolate Croissant
3098,1/6/2023,15:59:48,1,5,Lower Manhattan,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm
3099,1/6/2023,16:01:15,2,3,Astoria,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg
3100,1/6/2023,16:01:38,2,3,Astoria,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg
3101,1/6/2023,16:04:00,1,8,Hell's Kitchen,32,3,Coffee,Gourmet brewed coffee,Ethiopia Rg
3102,1/6/2023,16:06:32,1,5,Lower Manhattan,55,4,Tea,Brewed Chai tea,Morning Sunrise Chai Lg
3103,1/6/2023,16:06:32,1,5,Lower Manhattan,69,3.25,Bakery,Biscotti,Hazelnut Biscotti
3104,1/6/2023,16:07:08,2,5,Lower Manhattan,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg
3105,1/6/2023,16:09:20,2,8,Hell's Kitchen,22,2,Coffee,Drip coffee,Our Old Time Diner Blend Sm
3106,1/6/2023,16:09:48,1,3,Astoria,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg
3107,1/6/2023,16:09:48,2,5,Lower Manhattan,51,3,Tea,Brewed Black tea,Earl Grey Lg
3108,1/6/2023,16:10:40,1,8,Hell's Kitchen,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg
3109,1/6/2023,16:11:53,2,8,Hell's Kitchen,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg
3110,1/6/2023,16:12:52,2,8,Hell's Kitchen,28,2,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm
3111,1/6/2023,16:13:51,2,3,Astoria,53,3,Tea,Brewed Chai tea,Traditional Blend Chai Lg
3112,1/6/2023,16:13:51,1,3,Astoria,77,3,Bakery,Scone,Oatmeal Scone
3113,1/6/2023,16:14:53,1,8,Hell's Kitchen,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg
3114,1/6/2023,16:16:48,2,5,Lower Manhattan,38,3.75,Coffee,Barista Espresso,Latte
3115,1/6/2023,16:16:48,1,5,Lower Manhattan,72,3.25,Bakery,Scone,Ginger Scone
3116,1/6/2023,16:18:33,2,8,Hell's Kitchen,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg
3117,1/6/2023,16:20:00,2,3,Astoria,39,4.25,Coffee,Barista Espresso,Latte Rg
3118,1/6/2023,16:20:01,1,5,Lower Manhattan,26,3,Coffee,Organic brewed coffee,Brazilian Rg
3119,1/6/2023,16:22:18,2,8,Hell's Kitchen,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg
3120,1/6/2023,16:24:16,1,8,Hell's Kitchen,24,3,Coffee,Drip coffee,Our Old Time Diner Blend Lg
3121,1/6/2023,16:24:46,2,3,Astoria,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg
3122,1/6/2023,16:24:57,1,3,Astoria,41,4.25,Coffee,Barista Espresso,Cappuccino Lg
3123,1/6/2023,16:24:57,1,3,Astoria,79,3.75,Bakery,Scone,Jumbo Savory Scone
3124,1/6/2023,16:25:11,2,3,Astoria,30,3,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg
3125,1/6/2023,16:25:44,1,8,Hell's Kitchen,48,2.5,Tea,Brewed Black tea,English Breakfast Rg
